"PMID","Autobiography","Bibliography","Biography","Case-Control Studies","Case Reports","Clinical Studies as Topic","Clinical Study","Cohort Studies","Comment","Congress","Consensus Development Conference","Cross-Cultural Comparison","Cross-Over Studies","Cross-Sectional Studies","Diagnostic Test Accuracy","Double-Blind Method","Editorial","Evaluation Studies as Topic","Evaluation Study","Feasibility Studies","Focus Groups","Follow-Up Studies","Genome-Wide Association Study","Historical Article","Human Experimentation","interview","Interviews as Topic","Lecture","Legal Case","Letter","Longitudinal Studies","Matched-Pair Analysis","Meta-analysis","Multicenter Study","News","Personal Narrative","Portrait","Practice Guideline","Predictive Value of Tests","Prospective Studies","Random Allocation","Randomized Controlled Trial","Reproducibility of Results","Retrospective Studies","Review","Systematic Reviews as Topic","Systematic Review","Twin Study","Validation Study"
724830,0.00003,0.00002,0.00049,0.006,0.016,0.0022,0.025,0.0073,0.00023,0.00005,0.00002,0.0125,0.00007,0.0585,0.0,0.00079,0.0019,0.00038,0.0035,0.0005,0.00005,0.0525,0.00008,0.0019,0.0,0.0,0.00091,0.00004,0.0,0.001,0.0039,0.00017,0.00034,0.0047,0.00001,0.00003,0.00003,0.00003,0.0044,0.0151,0.0171,0.001,0.015,0.0201,0.0217,0.00003,0.0,0.00004,0.00061
740190,0.00005,0.0,0.0011,0.0061,0.0821,0.0048,0.0361,0.0133,0.00023,0.00001,0.00001,0.0012,0.00064,0.014,0.0,0.0017,0.0013,0.00071,0.0046,0.00099,0.00006,0.0537,0.00027,0.0019,0.00002,0.00004,0.0019,0.00024,0.0,0.00079,0.0024,0.00006,0.00071,0.0063,0.00024,0.00088,0.00013,0.00004,0.0028,0.007,0.0021,0.0029,0.0112,0.1333,0.0385,0.0,0.0,0.00008,0.00044
755870,0.00003,0.00002,0.00007,0.00093,0.001,0.0027,0.0857,0.0054,0.0011,0.00019,0.00002,0.00023,0.00064,0.011,0.0,0.00018,0.00047,0.00039,0.0018,0.0004,0.00005,0.0759,0.00005,0.00045,0.0,0.0,0.00009,0.0,0.0,0.00017,0.0024,0.00003,0.0026,0.0028,0.00015,0.00003,0.00002,0.00003,0.0152,0.0016,0.0019,0.0042,0.0499,0.0041,0.0323,0.0,0.0,0.00043,0.0054
3413450,0.0,0.0,0.0,0.0039,0.0069,0.0015,0.0385,0.0133,0.0012,0.00005,0.00001,0.00008,0.00064,0.0014,0.0,0.0013,0.00026,0.1,0.0036,0.00089,0.00014,0.0648,0.00004,0.00045,0.0,0.0,0.00034,0.00002,0.0,0.00039,0.0146,0.00023,0.00029,0.0078,0.00001,0.0,0.0,0.0,0.027,0.0088,0.00047,0.0029,0.0286,0.0023,0.0062,0.0,0.0,0.00004,0.1869
3418380,0.0,0.0,0.0,0.006,0.0033,0.00035,0.025,0.0225,0.00015,0.0,0.00002,0.00004,0.00006,0.0023,0.0,0.00024,0.0,0.00038,0.0017,0.00024,0.00002,0.0207,0.00005,0.0011,0.0,0.0,0.00009,0.0,0.0,0.0002,0.0017,0.00002,0.00014,0.0017,0.00001,0.0,0.0,0.00018,0.0019,0.0309,0.0021,0.0042,0.0031,0.0093,0.0035,0.0,0.0,0.00002,0.00051
2916270,0.00005,0.00002,0.0001,0.0013,0.0083,0.0119,0.0138,0.003,0.00062,0.00005,0.00001,0.00078,0.00006,0.0017,0.0,0.0013,0.00026,0.0021,0.0031,0.00089,0.00003,0.0715,0.00034,0.00067,0.0,0.00004,0.00009,0.00024,0.0,0.0018,0.00095,0.00002,0.00034,0.0028,0.00015,0.00003,0.00004,0.00004,0.0019,0.0151,0.0018,0.00084,0.0031,0.0506,0.3688,0.00003,0.00002,0.00001,0.00077
2709930,0.00003,0.00002,0.00045,0.0029,0.8583,0.0061,0.0056,0.0022,0.00062,0.00011,0.00001,0.00006,0.00006,0.0018,0.0,0.0013,0.0013,0.00075,0.00021,0.00093,0.00005,0.1379,0.00011,0.00067,0.0,0.00004,0.00035,0.00002,0.0,0.0177,0.0024,0.00006,0.00071,0.015,0.0024,0.00063,0.00013,0.00004,0.0044,0.0013,0.0045,0.0018,0.0028,0.0017,0.0052,0.0,0.0,0.00001,0.00023
1392550,0.0,0.0,0.0,0.00045,0.0042,0.0015,0.0031,0.0062,0.00062,0.00001,0.0,0.0938,0.00002,0.0023,0.0,0.00008,0.00021,0.00017,0.0018,0.00008,0.00005,0.274,0.00005,0.001,0.0,0.0,0.00055,0.00002,0.0,0.00079,0.0016,0.00002,0.6616,0.0047,0.00001,0.0,0.0,0.0,0.0013,0.0013,0.00047,0.00006,0.005,0.0041,0.9331,0.0,0.00063,0.00001,0.00022
1401120,0.0,0.0,0.0,0.0088,0.001,0.00073,0.0147,0.3305,0.00023,0.00005,0.00002,0.0034,0.00006,0.0072,0.0,0.0018,0.00015,0.00075,0.0035,0.00024,0.00057,0.2989,0.00017,0.00018,0.0,0.0,0.00009,0.00016,0.0,0.00013,0.6626,0.0,0.00029,0.008,0.00001,0.0,0.0,0.0,0.1816,0.0088,0.00026,0.0012,0.0288,0.0033,0.0013,0.0,0.0,0.00008,0.0013
8084630,0.0,0.0,0.00001,0.0034,0.0042,0.0013,0.0039,0.0015,0.00062,0.00001,0.00001,0.00008,0.00002,0.004,0.0,0.00016,0.00034,0.00038,0.0015,0.00033,0.00002,0.0119,0.00004,0.00073,0.0,0.0,0.00009,0.00004,0.0,0.00033,0.0012,0.0,0.00029,0.0047,0.00001,0.00003,0.0,0.0,0.0043,0.0058,0.0019,0.00009,0.0062,0.8571,0.0077,0.0,0.0,0.00002,0.00077
7945010,0.0,0.0,0.0,0.0088,0.0038,0.0048,0.0175,0.0073,0.00015,0.00005,0.00002,0.00004,0.00039,0.0299,0.0,0.0011,0.0001,0.00038,0.00056,0.00006,0.00002,0.0329,0.0,0.0003,0.0,0.0,0.00009,0.00001,0.0,0.00079,0.0089,0.00006,0.00014,0.0292,0.00001,0.0,0.0,0.0,0.004,0.0026,0.0012,0.00084,0.0071,0.0052,0.0225,0.0,0.0,0.00002,0.00023
8689350,0.00003,0.0,0.00006,0.0015,0.9313,0.0008,0.0138,0.0015,0.00015,0.00005,0.00003,0.00002,0.00002,0.00091,0.0,0.00008,0.0001,0.00038,0.00056,0.00008,0.00002,0.274,0.00004,0.0003,0.0,0.0,0.00009,0.00002,0.0,0.0018,0.0013,0.00017,0.00023,0.0047,0.00001,0.00006,0.0,0.00004,0.0032,0.00084,0.00032,0.0012,0.00072,0.0183,0.0162,0.0,0.00002,0.00002,0.00013
8726540,0.0,0.0,0.00001,0.2928,0.0014,0.0022,0.0985,0.0088,0.00015,0.00005,0.00001,0.00023,0.00006,0.00049,0.0,0.0013,0.00068,0.00038,0.007,0.00016,0.00006,0.0207,0.00004,0.00045,0.0,0.0,0.00009,0.0006,0.0,0.001,0.0016,0.0012,0.00023,0.0022,0.00001,0.0,0.0,0.00003,0.0044,0.0064,0.0019,0.0029,0.0027,0.0052,0.0013,0.0,0.0,0.00002,0.002
9409870,0.00005,0.00002,0.00006,0.002,0.9398,0.0027,0.006,0.0088,0.00023,0.00005,0.00007,0.00002,0.00039,0.0017,0.0,0.00024,0.00068,0.00075,0.00095,0.00024,0.00006,0.0329,0.00011,0.0003,0.0,0.00053,0.00009,0.00002,0.0,0.0053,0.0017,0.00006,0.00029,0.0078,0.00015,0.00005,0.00002,0.00018,0.0056,0.0026,0.0019,0.00058,0.002,0.0033,0.8239,0.00003,0.0,0.00003,0.00013
9514820,0.00005,0.0,0.00049,0.00045,0.0033,0.0008,0.0089,0.0024,0.00015,0.00001,0.00001,0.00078,0.0007,0.00063,0.0,0.00024,0.00021,0.00038,0.0031,0.0007,0.00005,0.00081,0.00005,0.003,0.0,0.0,0.00009,0.00024,0.0,0.0111,0.0024,0.00017,0.00041,0.0047,0.00015,0.00063,0.00013,0.00004,0.0028,0.0088,0.0018,0.00054,0.0055,0.0316,0.0035,0.0,0.0,0.00004,0.00051
10025430,0.0,0.0,0.0,0.002,0.9557,0.0011,0.0039,0.00069,0.00015,0.0,0.0,0.00002,0.00006,0.00091,0.0,0.00008,0.00015,0.00038,0.00065,0.00016,0.00002,0.0119,0.0,0.00026,0.0,0.0,0.00017,0.00004,0.0,0.00018,0.021,0.00003,0.00014,0.0012,0.0,0.0,0.0,0.0,0.0028,0.009,0.00032,0.00084,0.0027,0.0033,0.0021,0.0,0.0,0.0,0.00041
10211470,0.0,0.0,0.00001,0.0013,0.4005,0.0027,0.0834,0.0015,0.00062,0.00005,0.00002,0.00004,0.00007,0.0019,0.0,0.00037,0.00021,0.0013,0.00065,0.00016,0.00005,0.1753,0.00005,0.00067,0.0,0.0,0.0003,0.00001,0.0,0.0039,0.0059,0.00002,0.0016,0.0063,0.00001,0.00005,0.00004,0.0,0.0079,0.0133,0.0021,0.00054,0.00099,0.0099,0.0106,0.0,0.00006,0.00002,0.00022
10321670,0.0,0.0,0.0,0.0028,0.0023,0.00095,0.0282,0.0056,0.00015,0.0,0.00001,0.00002,0.00006,0.00041,0.0,0.0011,0.00015,0.0011,0.0031,0.00099,0.00005,0.0017,0.0,0.00026,0.0,0.0,0.00009,0.00001,0.0,0.00013,0.00077,0.00006,0.00014,0.0007,0.00001,0.0,0.00003,0.00004,0.0079,0.0413,0.0171,0.0018,0.0055,0.0013,0.0021,0.0,0.0,0.00004,0.00054
11157120,0.0,0.0,0.0,0.0016,0.00016,0.00035,0.0087,0.0062,0.00015,0.00005,0.00001,0.00023,0.00026,0.0579,0.0,0.00016,0.00068,0.00019,0.0901,0.0004,0.00005,0.0432,0.00036,0.0003,0.00002,0.0,0.00091,0.00003,0.0,0.00039,0.0048,0.00006,0.00029,0.0047,0.00001,0.0,0.0,0.0,0.004,0.0413,0.00099,0.0032,0.0027,0.0112,0.0013,0.0,0.0,0.00004,0.0087
11965850,0.0,0.0,0.0,0.0058,0.9865,0.00018,0.0056,0.0185,0.00015,0.00001,0.00003,0.00002,0.00002,0.0023,0.0,0.00008,0.00015,0.00012,0.00021,0.00006,0.00005,0.0279,0.00017,0.00023,0.0,0.0,0.00055,0.00002,0.0,0.00013,0.0017,0.00002,0.00014,0.008,0.0,0.0,0.0,0.00004,0.0056,0.0026,0.00012,0.00009,0.00099,0.0041,0.5123,0.0,0.0,0.00001,0.00013
12830400,0.00003,0.0,0.0021,0.0046,0.0043,0.00073,0.025,0.0358,0.0011,0.0137,0.0242,0.0001,0.00006,0.00049,0.0,0.00024,0.0017,0.00017,0.0025,0.0005,0.00005,0.00081,0.00049,0.001,0.0,0.00015,0.0015,0.00002,0.0,0.00033,0.0013,0.00006,0.00071,0.0078,0.00015,0.00003,0.00013,0.00004,0.0028,0.00084,0.0019,0.00054,0.0074,0.0014,0.0385,0.0,0.0,0.00004,0.00061
12856230,0.00003,0.00002,0.0001,0.002,0.8583,0.0022,0.0757,0.0049,0.00023,0.00019,0.00045,0.00008,0.00006,0.0034,0.0,0.00037,0.00047,0.00019,0.0031,0.00024,0.00005,0.0224,0.0,0.0052,0.0,0.0,0.00009,0.00002,0.0,0.001,0.0066,0.00017,0.00071,0.0029,0.00001,0.00005,0.00004,0.00004,0.00068,0.009,0.0021,0.0056,0.00099,0.0112,0.0096,0.0,0.0,0.00003,0.00013
12917950,0.0,0.0,0.0,0.0,0.00016,0.6548,0.4214,0.00042,0.00015,0.0,0.0,0.0,0.00002,0.0014,0.0,0.2879,0.0,0.0,0.00056,0.00006,0.0,0.0029,0.0,0.00026,0.00002,0.0,0.00004,0.0,0.0,0.00013,0.00013,0.0,0.956,0.0292,0.00001,0.0,0.0,0.0,0.00089,0.00037,0.00012,0.0015,0.00072,0.0054,0.9708,0.0,0.998,0.0,0.00006
15046470,0.0,0.0,0.0333,0.00072,0.0014,0.00087,0.0016,0.0049,0.0012,0.00001,0.0,0.00008,0.00064,0.0023,0.0,0.00016,0.00068,0.00039,0.0046,0.00057,0.00076,0.0052,0.0,0.0263,0.0,0.1509,0.3472,0.00004,0.0,0.001,0.0048,0.00003,0.00071,0.0022,0.00001,0.00006,0.0,0.0,0.0015,0.00084,0.0021,0.001,0.0071,0.0248,0.0077,0.0,0.0,0.00002,0.0017
15096530,0.0,0.0,0.0,0.0095,0.0052,0.0027,0.0823,0.0133,0.00015,0.00005,0.00002,0.00023,0.00006,0.0202,0.0,0.00037,0.0,0.00017,0.013,0.0018,0.00014,0.1279,0.00005,0.00045,0.0,0.0,0.00004,0.0,0.0,0.00013,0.0039,0.00002,0.00071,0.0292,0.00001,0.0,0.0,0.0,0.2595,0.02,0.0129,0.0407,0.0227,0.0442,0.0062,0.0,0.0,0.00002,0.0031
14991240,0.0,0.0,0.0,0.2117,0.00016,0.0008,0.7908,0.0016,0.0,0.0,0.0,0.0,0.00006,0.0017,0.0165,0.0013,0.0,0.0013,0.0323,0.00099,0.00006,0.0075,0.0,0.00027,0.0,0.0,0.00009,0.0,0.0,0.00079,0.0017,0.00003,0.00014,0.008,0.0,0.0,0.0,0.00066,0.0074,0.009,0.0171,0.7832,0.3555,0.0248,0.00045,0.0,0.0,0.00001,0.0011
15249310,0.0,0.00002,0.0001,0.006,0.001,0.0048,0.0147,0.0056,0.00023,0.00001,0.0,0.00023,0.0037,0.0271,0.0,0.00024,0.0013,0.00038,0.0046,0.00089,0.00016,0.0224,0.00027,0.0019,0.0,0.0,0.00092,0.00001,0.0,0.00039,0.0024,0.00017,0.85,0.0014,0.00015,0.00006,0.00003,0.0,0.0079,0.02,0.00099,0.0015,0.0499,0.0054,0.0171,0.00004,0.0,0.00002,0.00023
15253110,0.0,0.0,0.00001,0.0046,0.6059,0.00094,0.0834,0.0025,0.00023,0.00005,0.00007,0.0,0.00006,0.0394,0.0,0.0017,0.00026,0.00038,0.007,0.00024,0.00005,0.0075,0.00004,0.00045,0.0,0.0,0.00017,0.00002,0.0,0.0039,0.00095,0.00003,0.0026,0.0032,0.00015,0.0,0.0,0.0,0.027,0.0064,0.00026,0.0018,0.0027,0.0112,0.0385,0.0,0.00005,0.00001,0.00023
15726540,0.0,0.0,0.00001,0.0,0.00033,0.0035,0.9909,0.00069,0.00015,0.00005,0.00002,0.00023,0.0007,0.00063,0.0,0.9031,0.0001,0.00017,0.00065,0.00006,0.00005,0.0123,0.0,0.00067,0.0,0.0,0.00004,0.00001,0.0,0.001,0.00095,0.00003,0.00014,0.8864,0.00001,0.0,0.0,0.0,0.00089,0.1174,0.00049,0.5269,0.0012,0.0059,0.0106,0.0,0.00027,0.00002,0.00013
15907750,0.0,0.0,0.0,0.0095,0.0021,0.0071,0.0175,0.0088,0.00015,0.00019,0.00007,0.00008,0.00006,0.1828,0.0,0.0013,0.00026,0.00017,0.0018,0.00099,0.00002,0.0112,0.00005,0.00067,0.0,0.0,0.0033,0.00004,0.0,0.00013,0.0039,0.0,0.00029,0.0907,0.00001,0.0,0.0,0.00004,0.0032,0.0151,0.00049,0.002,0.0286,0.0112,0.0121,0.0,0.0,0.00014,0.0018
16146330,0.0,0.0,0.00001,0.0003,0.0246,0.0035,0.0326,0.0016,0.00023,0.00005,0.00001,0.00006,0.828,0.0023,0.0,0.00022,0.00021,0.00071,0.0016,0.00016,0.00005,0.0066,0.00005,0.00067,0.0,0.0,0.00009,0.00002,0.0,0.001,0.00095,0.00003,0.00029,0.0047,0.00015,0.0,0.00004,0.0,0.004,0.0026,0.0039,0.001,0.4135,0.0041,0.8239,0.0,0.0013,0.00002,0.00041
16807870,0.0,0.0,0.0,0.00045,0.0717,0.0035,0.0175,0.0024,0.00015,0.00021,0.00007,0.00002,0.00039,0.0072,0.0,0.00016,0.00021,0.00038,0.007,0.00013,0.0048,0.0119,0.00004,0.00045,0.0,0.0,0.0251,0.0027,0.0,0.00039,0.00077,0.00003,0.00029,0.0123,0.00001,0.0,0.00004,0.00004,0.0044,0.0058,0.00032,0.001,0.0108,0.0316,0.6176,0.0,0.0,0.00001,0.00051
18459450,0.0,0.0,0.0,0.0046,0.0035,0.00088,0.0165,0.0088,0.00015,0.0,0.00001,0.00065,0.00006,0.3185,0.0,0.00008,0.00015,0.00034,0.0031,0.00099,0.00002,0.0207,0.00027,0.00061,0.0,0.0,0.0003,0.0,0.0,0.00033,0.0024,0.00003,0.00029,0.0113,0.0,0.0,0.0,0.0,0.0374,0.0026,0.00099,0.0015,0.0648,0.0011,0.0062,0.0,0.0076,0.00001,0.0013
18477160,0.0,0.00002,0.00007,0.006,0.9741,0.0027,0.0078,0.0024,0.00015,0.00019,0.00045,0.00002,0.00007,0.0039,0.0,0.00018,0.00068,0.00038,0.0025,0.00016,0.00005,0.0207,0.00004,0.00045,0.00002,0.0,0.00017,0.00003,0.0,0.001,0.00095,0.00002,0.00029,0.0063,0.00001,0.00003,0.00004,0.00004,0.0014,0.0064,0.0021,0.00084,0.002,0.0099,0.0076,0.0,0.0,0.00001,0.00044
18519870,0.0,0.0,0.0,0.002,0.0012,0.0012,0.0249,0.2351,0.00015,0.0,0.00001,0.0,0.00006,0.0023,0.0,0.0023,0.00021,0.00039,0.007,0.00008,0.00005,0.2834,0.0015,0.003,0.00002,0.0,0.0159,0.00002,0.0,0.0001,0.8382,0.00003,0.00029,0.0292,0.00001,0.0,0.00002,0.00004,0.0079,0.0885,0.00036,0.0012,0.0027,0.0059,0.0013,0.0,0.0,0.00004,0.00022
18317780,0.0,0.0,0.0,0.00015,0.0033,0.00052,0.0598,0.0088,0.00015,0.0,0.00001,0.00004,0.00007,0.0023,0.0,0.0011,0.0001,0.00017,0.0323,0.0007,0.00002,0.0123,0.0,0.00027,0.0,0.0,0.00009,0.0,0.0,0.00013,0.00057,0.00002,0.00029,0.0029,0.00001,0.0,0.0,0.0,0.0013,0.0026,0.0902,0.0635,0.0821,0.0099,0.0013,0.0,0.0,0.00001,0.0087
18479840,0.00003,0.0,0.0024,0.00072,0.00016,0.0071,0.0147,0.0488,0.00015,0.0,0.00002,0.00023,0.00007,0.0019,0.0,0.00024,0.0,0.00017,0.0025,0.00013,0.00014,0.0123,0.0,0.0263,0.0,0.0,0.119,0.0,0.0,0.00017,0.5902,0.00003,0.00014,0.008,0.00001,0.00003,0.0,0.0,0.0152,0.0333,0.00047,0.0029,0.0071,0.6496,0.0021,0.0,0.0,0.00004,0.00077
18272230,0.0,0.0,0.0,0.0029,0.00049,0.00052,0.7908,0.0015,0.00015,0.00005,0.00003,0.00023,0.00006,0.0097,0.0,0.0185,0.00015,0.00008,0.0046,0.00024,0.00006,0.0432,0.00005,0.00056,0.0,0.0,0.00004,0.0,0.0,0.00039,0.0039,0.00006,0.0,0.0778,0.00001,0.0,0.0,0.0,0.00068,0.6735,0.00012,0.0105,0.002,0.0025,0.0013,0.0,0.0,0.00002,0.00051
19155230,0.0,0.0,0.00006,0.002,0.0069,0.0022,0.0757,0.0049,0.00037,0.00005,0.00002,0.00004,0.00006,0.003,0.0,0.00018,0.00068,0.0021,0.0635,0.0044,0.00005,0.0055,0.00049,0.00067,0.0,0.0,0.00055,0.0006,0.0,0.00079,0.0016,0.00003,0.00029,0.0143,0.00001,0.0,0.00002,0.00003,0.0028,0.0152,0.0012,0.0042,0.0213,0.0167,0.0048,0.0,0.00002,0.00004,0.00077
19389420,0.0,0.0,0.0,0.0003,0.00016,0.0646,0.9859,0.00042,0.00015,0.0,0.00001,0.00078,0.00006,0.003,0.0,0.0013,0.00015,0.00038,0.00065,0.0005,0.00003,0.274,0.00005,0.00026,0.0,0.0,0.0015,0.0,0.0,0.00013,0.0059,0.00002,0.00014,0.4067,0.00001,0.0,0.0,0.00003,0.0019,0.0152,0.0096,0.8341,0.005,0.0015,0.0013,0.0,0.0,0.00002,0.002
18930560,0.0,0.0,0.00001,0.0023,0.0052,0.00052,0.8213,0.0024,0.00062,0.00005,0.00001,0.0034,0.0007,0.00063,0.0,0.00016,0.00021,0.00071,0.078,0.00016,0.00002,0.0432,0.00049,0.0003,0.00002,0.0,0.0159,0.0,0.0,0.0002,0.5902,0.00017,0.00014,0.494,0.00001,0.0,0.0,0.00003,0.00089,0.0053,0.00047,0.5169,0.015,0.0677,0.0013,0.0,0.0,0.00002,0.00006
20052730,0.0,0.0,0.0,0.0887,0.00016,0.0646,0.0175,0.0987,0.00015,0.00005,0.00002,0.0,0.00002,0.00091,0.0,0.00008,0.0,0.00038,0.0095,0.0025,0.00002,0.0123,0.0,0.0003,0.0,0.0,0.00004,0.0,0.0,0.00017,0.00077,0.00002,0.00014,0.0074,0.00024,0.0,0.0,0.0,0.0028,0.0013,0.00032,0.0077,0.002,0.5657,0.0077,0.0,0.0,0.00001,0.00054
19937250,0.0,0.0,0.0001,0.00072,0.0103,0.00094,0.0016,0.00069,0.00015,0.0,0.00007,0.00006,0.00006,0.00041,0.0,0.00016,0.00021,0.00038,0.0031,0.0005,0.00005,0.0052,0.00027,0.00067,0.0,0.0,0.00004,0.00002,0.0,0.00033,0.0024,0.00003,0.0014,0.00061,0.0,0.0,0.0,0.00003,0.0044,0.0018,0.00012,0.00054,0.0027,0.0204,0.9179,0.0,0.0012,0.0,0.00051
21157690,0.0,0.0,0.0,0.002,0.00016,0.0011,0.0138,0.0073,0.00015,0.0,0.0,0.00006,0.00006,0.0017,0.0,0.00016,0.0001,0.0028,0.00056,0.00016,0.00002,0.5962,0.0,0.00018,0.0,0.0,0.00009,0.00024,0.0,0.0001,0.00057,0.0,0.00014,0.0292,0.0,0.0,0.0,0.0,0.003,0.0309,0.00036,0.00054,0.00099,0.9228,0.0021,0.0,0.0,0.00002,0.00023
22182460,0.0,0.00002,0.00001,0.0028,0.9741,0.0022,0.0087,0.0056,0.00023,0.00005,0.00002,0.00004,0.00002,0.00049,0.0,0.00018,0.00021,0.00017,0.0063,0.00034,0.00005,0.009,0.00049,0.00056,0.0,0.0,0.00055,0.00001,0.00006,0.0177,0.00057,0.00002,0.00029,0.0047,0.00001,0.00003,0.00002,0.00004,0.004,0.00084,0.00032,0.0016,0.005,0.0049,0.0225,0.0,0.0,0.00004,0.00023
