"PMID","Autobiography","Bibliography","Biography","Case-Control Studies","Case Reports","Clinical Studies as Topic","Clinical Study","Cohort Studies","Comment","Congress","Consensus Development Conference","Cross-Cultural Comparison","Cross-Over Studies","Cross-Sectional Studies","Diagnostic Test Accuracy","Double-Blind Method","Editorial","Evaluation Studies as Topic","Evaluation Study","Feasibility Studies","Focus Groups","Follow-Up Studies","Genome-Wide Association Study","Historical Article","Human Experimentation","interview","Interviews as Topic","Lecture","Legal Case","Letter","Longitudinal Studies","Matched-Pair Analysis","Meta-analysis","Multicenter Study","News","Personal Narrative","Portrait","Practice Guideline","Predictive Value of Tests","Prospective Studies","Random Allocation","Randomized Controlled Trial","Reproducibility of Results","Retrospective Studies","Review","Systematic Reviews as Topic","Systematic Review","Twin Study","Validation Study"
33398531,0.0,0.0,0.00001,0.006,0.0103,0.0061,0.0175,0.0035,0.00037,0.00001,0.00002,0.00065,0.00006,0.0034,0.0,0.00037,0.0047,0.00017,0.00065,0.0005,0.00005,0.0017,0.0098,0.00026,0.0,0.00004,0.00091,0.0,0.0,0.0039,0.0039,0.00002,0.00086,0.0012,0.00001,0.0,0.0,0.00003,0.0651,0.0013,0.0019,0.00009,0.0648,0.0041,0.8239,0.00003,0.0012,0.00002,0.00022
33479201,0.00005,0.00002,0.0037,0.0667,0.00064,0.0022,0.0056,0.0012,0.00023,0.00021,0.00003,0.00078,0.00039,0.0271,0.0,0.00094,0.0014,0.00017,0.0041,0.0005,0.00016,0.0099,0.0239,0.1074,0.00014,0.00004,0.0034,0.00036,0.0,0.00039,0.00057,0.00002,0.00029,0.025,0.00015,0.00033,0.0018,0.00034,0.0194,0.0026,0.0021,0.0016,0.0059,0.0099,0.0942,0.00003,0.0,0.00004,0.00051
33779331,0.0,0.0,0.00006,0.006,0.0162,0.0147,0.0287,0.0062,0.004,0.0066,0.00002,0.00002,0.00006,0.0017,0.0,0.00037,0.0013,0.00038,0.0017,0.00022,0.00006,0.0119,0.00008,0.00027,0.0,0.00004,0.00017,0.00004,0.0,0.0039,0.0024,0.00017,0.00029,0.0047,0.0078,0.0,0.00003,0.00004,0.0015,0.003,0.0045,0.002,0.0033,0.0023,0.0513,0.00003,0.0,0.00003,0.00077
34023301,0.0,0.0,0.0,0.006,0.00064,0.0061,0.2052,0.0424,0.00015,0.0,0.0,0.00002,0.00039,0.0335,0.0,0.00008,0.0001,0.00012,0.0018,0.00099,0.00014,0.1005,0.00017,0.00045,0.0,0.0,0.00055,0.00002,0.0,0.00013,0.0146,0.00006,0.00014,0.0143,0.00001,0.0,0.0,0.0,0.1043,0.6346,0.00032,0.00054,0.0667,0.0239,0.0021,0.0,0.0,0.00014,0.0037
34308901,0.0,0.0,0.0,0.0583,0.001,0.0035,0.0603,0.0185,0.00023,0.00001,0.00001,0.00004,0.00064,0.0023,0.0,0.00024,0.00021,0.00017,0.007,0.0015,0.00006,0.0759,0.00005,0.00045,0.00002,0.0,0.00091,0.00002,0.0,0.00039,0.0016,0.00006,0.00097,0.0074,0.00001,0.00003,0.0,0.00003,0.0015,0.009,0.00047,0.0116,0.0346,0.0054,0.0013,0.0,0.0,0.00016,0.0017
34312771,0.00003,0.0,0.00001,0.0061,0.0035,0.0027,0.0031,0.0088,0.00073,0.00019,0.00002,0.00023,0.00007,0.0039,0.0,0.00024,0.0047,0.00075,0.0046,0.0007,0.00006,0.0066,0.00005,0.003,0.0,0.00004,0.00034,0.00025,0.00006,0.00079,0.0024,0.00017,0.00034,0.0028,0.00024,0.00003,0.00003,0.00004,0.00067,0.0026,0.0236,0.00084,0.0097,0.0041,0.0964,0.00003,0.0,0.00004,0.002
35153851,0.0,0.0,0.0,0.0,0.00049,0.0071,0.9909,0.00042,0.00015,0.00001,0.00002,0.00002,0.00064,0.00026,0.0,0.6825,0.00021,0.00004,0.00056,0.00024,0.00006,0.1246,0.00004,0.00045,0.0,0.0,0.00009,0.00002,0.0,0.00033,0.0024,0.0,0.00014,0.1778,0.00001,0.0,0.0,0.0,0.0028,0.6346,0.0045,0.7939,0.0074,0.0013,0.0074,0.00003,0.00063,0.00004,0.00023
35771851,0.0,0.0,0.0,0.0061,0.00016,0.0027,0.9814,0.0185,0.00023,0.0,0.00002,0.0,0.00007,0.00041,0.0,0.0175,0.0496,0.00008,0.007,0.0031,0.00003,0.0123,0.00011,0.00045,0.0,0.0,0.00004,0.0,0.0,0.0053,0.032,0.0,0.00014,0.1538,0.00001,0.0,0.00003,0.00003,0.0182,0.0309,0.00015,0.7832,0.0027,0.0014,0.0013,0.0,0.00006,0.00002,0.00013
37271291,0.0,0.0,0.0,0.00072,0.00016,0.0646,0.9859,0.00069,0.00015,0.0,0.00001,0.00008,0.00064,0.00049,0.0,0.0013,0.0,0.00038,0.0031,0.00022,0.00005,0.0731,0.00004,0.00067,0.0,0.0,0.00009,0.0,0.0,0.00033,0.0146,0.00002,0.00014,0.0063,0.00001,0.0,0.0,0.00003,0.00089,0.0026,0.00032,0.5568,0.0074,0.0041,0.00096,0.0,0.0,0.00002,0.0037
33514612,0.0,0.0,0.00006,0.0023,0.001,0.0027,0.0165,0.0056,0.00037,0.00005,0.00002,0.00004,0.00064,0.0072,0.0,0.00037,0.00034,0.00038,0.0491,0.0031,0.00016,0.0066,0.00017,0.00067,0.00002,0.0,0.00055,0.00004,0.0,0.00039,0.0013,0.00023,0.00086,0.0197,0.00001,0.0,0.00003,0.0,0.0152,0.0284,0.00049,0.0042,0.1313,0.0201,0.0025,0.00003,0.00002,0.00004,0.008
33771822,0.0,0.0,0.0,0.0029,0.00049,0.00052,0.0097,0.00069,0.00015,0.00005,0.0,0.00023,0.00006,0.9746,0.0,0.00008,0.00015,0.0,0.0025,0.0005,0.0032,0.0347,0.00005,0.003,0.0,0.0,0.0159,0.00001,0.0,0.00039,0.00013,0.00006,0.00014,0.0393,0.00001,0.0,0.0,0.0,0.0509,0.0064,0.00049,0.00084,0.0027,0.0112,0.0225,0.0,0.00004,0.00004,0.00023
33922322,0.0,0.0,0.0001,0.0034,0.0617,0.0315,0.0056,0.017,0.00023,0.00005,0.00002,0.00002,0.00006,0.003,0.0,0.00022,0.00026,0.00071,0.0017,0.00024,0.00005,0.0207,0.0015,0.003,0.0,0.0,0.00091,0.00036,0.0,0.00039,0.0146,0.00006,0.00029,0.0007,0.00001,0.00003,0.00004,0.0,0.0079,0.0309,0.00047,0.00054,0.0027,0.0156,0.6306,0.00003,0.0001,0.00002,0.00077
34635802,0.0,0.0,0.0,0.00015,0.00016,0.014,0.9859,0.00069,0.00023,0.00001,0.00001,0.00002,0.0007,0.00041,0.0,0.6825,0.00026,0.00038,0.00021,0.0005,0.00002,0.0715,0.00034,0.00026,0.00002,0.0,0.00004,0.00002,0.0,0.00013,0.00077,0.00006,0.0026,0.0621,0.00001,0.0,0.0,0.0,0.0019,0.02,0.00032,0.2004,0.002,0.0033,0.0062,0.0,0.0012,0.00002,0.00051
35793342,0.0,0.0,0.0,0.0015,0.00033,0.0035,0.9956,0.00042,0.00015,0.0,0.00002,0.00002,0.00039,0.00049,0.0,0.00022,0.00068,0.00008,0.00021,0.00099,0.00002,0.0017,0.00017,0.00045,0.0,0.0,0.0003,0.0,0.0,0.001,0.00076,0.0,0.00034,0.0029,0.00001,0.0,0.0,0.0,0.0074,0.0064,0.0045,0.8137,0.00072,0.0041,0.00025,0.00003,0.0012,0.00004,0.00051
36314672,0.00027,0.00002,0.0164,0.0039,0.0246,0.014,0.0385,0.0088,0.0067,0.00021,0.00007,0.0012,0.00007,0.0072,0.0,0.0017,0.006,0.00071,0.0035,0.00089,0.00014,0.0123,0.00034,0.0176,0.00002,0.00078,0.00039,0.00025,0.00038,0.0053,0.0039,0.00006,0.00034,0.0047,0.0078,0.0051,0.0018,0.00018,0.0074,0.0151,0.004,0.0056,0.0074,0.0112,0.1176,0.00004,0.0,0.00004,0.00061
36924042,0.0,0.0,0.0024,0.0,0.00049,0.7982,0.0078,0.00013,0.00015,0.0,0.00002,0.00002,0.00006,0.0,0.0,0.00018,0.0026,0.00071,0.00065,0.00024,0.0,0.00081,0.0015,0.00045,0.0,0.0,0.00009,0.00004,0.0,0.00039,0.00076,0.0,0.9729,0.0,0.00009,0.00006,0.00003,0.0,0.0014,0.0018,0.0021,0.00033,0.005,0.0014,0.9741,0.00003,0.998,0.00004,0.00013
37591412,0.0,0.0,0.00001,0.0095,0.0033,0.0053,0.0175,0.0088,0.00015,0.00005,0.00002,0.00078,0.00026,0.0072,0.0,0.0013,0.00026,0.00038,0.0046,0.00059,0.00014,0.0207,0.00049,0.00067,0.0,0.0,0.0033,0.00002,0.00038,0.0018,0.0017,0.00003,0.0026,0.0078,0.00001,0.00003,0.00004,0.00003,0.046,0.0333,0.0129,0.0042,0.0648,0.0099,0.0048,0.00003,0.0,0.0014,0.0031
33326573,0.0,0.0,0.0,0.0,0.0012,0.6548,0.0031,0.00013,0.00015,0.0,0.00002,0.00002,0.00006,0.00075,0.0,0.00008,0.00034,0.0,0.0019,0.00016,0.0,0.0112,0.00011,0.00023,0.0,0.0,0.00017,0.0,0.0,0.00013,0.00013,0.00006,0.9545,0.0063,0.00001,0.00003,0.0,0.0,0.00067,0.0012,0.00049,0.00023,0.0071,0.0014,0.9671,0.0385,0.9956,0.00001,0.00013
33935083,0.0,0.0,0.0001,0.0088,0.00016,0.0035,0.0385,0.0041,0.00015,0.00001,0.00001,0.00023,0.00007,0.9255,0.0,0.00022,0.0001,0.00019,0.0164,0.00093,0.00006,0.0123,0.00004,0.0014,0.0,0.0,0.2195,0.0,0.0,0.001,0.009,0.00006,0.00071,0.015,0.00001,0.00003,0.0,0.0,0.004,0.0064,0.00047,0.0105,0.0499,0.039,0.0048,0.0,0.0,0.00016,0.00077
33846423,0.00005,0.00002,0.00049,0.0061,0.0419,0.0071,0.025,0.0063,0.0027,0.00021,0.00007,0.00078,0.00007,0.0177,0.0,0.0013,0.0047,0.00039,0.0046,0.00099,0.00006,0.0099,0.00027,0.00056,0.0,0.00053,0.0024,0.00024,0.00006,0.0032,0.0024,0.00006,0.00034,0.0022,0.00024,0.00033,0.00004,0.00018,0.0079,0.0058,0.0039,0.0042,0.0071,0.0052,0.0734,0.00037,0.0,0.00004,0.002
34043593,0.00003,0.0,0.00007,0.0015,0.9557,0.0017,0.025,0.0024,0.00023,0.00005,0.00001,0.00008,0.00006,0.0015,0.0,0.0013,0.00021,0.00039,0.00065,0.00024,0.00005,0.0794,0.00027,0.00056,0.00002,0.00004,0.00034,0.00004,0.00006,0.001,0.0013,0.00003,0.00029,0.0014,0.00015,0.00033,0.00002,0.00003,0.0014,0.0036,0.00032,0.00084,0.0027,0.0099,0.0025,0.0,0.0,0.00008,0.00041
34563623,0.0,0.0,0.00001,0.0017,0.00049,0.00088,0.00076,0.0016,0.00015,0.0,0.00001,0.00078,0.00007,0.002,0.0,0.00018,0.00026,0.00017,0.0016,0.00016,0.00005,0.0041,0.00005,0.00045,0.0,0.00004,0.0003,0.00002,0.0,0.00017,0.00077,0.00006,0.00029,0.0014,0.00001,0.0,0.00002,0.00003,0.0019,0.0026,0.0129,0.00009,0.0167,0.0025,0.0021,0.00003,0.0,0.00016,0.00054
35193083,0.0,0.0,0.0,0.002,0.00016,0.0022,0.0175,0.5938,0.00023,0.00005,0.00007,0.0125,0.00006,0.0072,0.0,0.00022,0.00015,0.00017,0.0017,0.00006,0.00002,0.16,0.00027,0.00027,0.0,0.0,0.00009,0.0,0.0,0.00033,0.0066,0.00002,0.00014,0.0143,0.00001,0.0,0.0,0.00004,0.033,0.8364,0.0019,0.00009,0.005,0.0054,0.0121,0.0,0.0,0.0002,0.00041
35125193,0.0,0.0,0.0,0.0061,0.001,0.0027,0.025,0.0088,0.00023,0.00001,0.00002,0.00023,0.0007,0.0299,0.0,0.00018,0.0022,0.00019,0.0323,0.00016,0.005,0.0949,0.0078,0.0052,0.0,0.0,0.00091,0.00004,0.0,0.0039,0.0136,0.00003,0.00029,0.023,0.00015,0.00005,0.0,0.0,0.0015,0.0133,0.00032,0.022,0.0012,0.0167,0.0013,0.0,0.0,0.00002,0.0018
35287133,0.0,0.0,0.0,0.00015,0.001,0.0105,0.8898,0.00069,0.00015,0.00005,0.00003,0.00023,0.0007,0.011,0.0,0.002,0.0001,0.00017,0.00065,0.0015,0.00002,0.0352,0.00005,0.0003,0.0,0.0,0.0079,0.00004,0.0,0.001,0.0017,0.0,0.00071,0.023,0.00001,0.0,0.0,0.0,0.0152,0.0152,0.00012,0.7893,0.0027,0.0014,0.00086,0.0,0.0,0.00004,0.00013
35104353,0.0,0.0,0.00001,0.0143,0.0069,0.00052,0.0598,0.0035,0.00062,0.00001,0.00002,0.0015,0.00064,0.0271,0.0,0.00024,0.00068,0.00038,0.013,0.0025,0.0048,0.0123,0.00034,0.00073,0.0,0.0,0.0021,0.00002,0.0,0.001,0.0039,0.00003,0.0245,0.015,0.00001,0.00005,0.0,0.00003,0.0056,0.02,0.0021,0.0105,0.0167,0.0201,0.0544,0.0,0.0001,0.00003,0.00054
35511103,0.0,0.0,0.0037,0.0023,0.9008,0.00052,0.00076,0.0015,0.00023,0.0,0.00001,0.00008,0.00006,0.0039,0.0,0.00008,0.00021,0.0,0.0019,0.00008,0.00002,0.0794,0.00005,0.0019,0.0,0.00004,0.0019,0.0,0.0,0.00079,0.00057,0.00003,0.00029,0.0029,0.00001,0.0,0.0,0.0,0.0079,0.00051,0.00026,0.00006,0.0028,0.0099,0.3322,0.0,0.0,0.00001,0.00013
35617623,0.0,0.0,0.0,0.00093,0.0397,0.0035,0.025,0.0287,0.00023,0.0,0.0,0.00002,0.00006,0.0023,0.0,0.00022,0.00021,0.00038,0.0041,0.0007,0.5,0.0352,0.0078,0.00045,0.0,0.0,0.00021,0.0,0.0,0.00079,0.0016,0.00003,0.00034,0.0033,0.00001,0.0,0.0,0.0,0.004,0.0356,0.00032,0.00054,0.0033,0.0442,0.0025,0.0,0.0,0.00002,0.00041
35630563,0.00003,0.0,0.00001,0.0023,0.001,0.014,0.0075,0.0015,0.0144,0.00005,0.00001,0.00008,0.00006,0.0177,0.0,0.00079,0.0047,0.00039,0.0031,0.00093,0.00014,0.0052,0.0005,0.00045,0.0,0.00004,0.00009,0.00004,0.0,0.0039,0.0024,0.00002,0.00029,0.0292,0.0101,0.00003,0.00004,0.00004,0.0194,0.0058,0.00049,0.0029,0.0027,0.0052,0.391,0.0,0.0,0.00002,0.00054
35690493,0.0,0.0,0.0001,0.00072,0.00064,0.083,0.0,0.0015,0.00015,0.00005,0.00001,0.0001,0.00002,0.00011,0.0,0.00008,0.00015,0.00017,0.00056,0.00024,0.00002,0.0017,0.00017,0.003,0.0,0.0,0.00009,0.00002,0.0,0.00017,0.00076,0.0,0.0708,0.0012,0.00001,0.0,0.00002,0.00003,0.0112,0.0026,0.00032,0.00009,0.0027,0.0014,0.9806,0.0,0.0061,0.0,0.0
35978943,0.0,0.0,0.0,0.0123,0.00049,0.1461,0.9286,0.00069,0.00023,0.0,0.0,0.0,0.018,0.00091,0.0,0.00024,0.00021,0.0013,0.0107,0.00024,0.5,0.0066,0.00005,0.00018,0.0,0.0,0.1136,0.00002,0.0,0.00079,0.0017,0.00002,0.00014,0.0907,0.00001,0.0,0.0,0.0,0.0028,0.024,0.00012,0.8571,0.0027,0.0033,0.0013,0.0,0.00027,0.00002,0.00013
35955753,0.00005,0.00002,0.0001,0.0029,0.0023,0.023,0.0089,0.0024,0.004,0.00021,0.00002,0.00078,0.00006,0.0041,0.0,0.0013,0.0047,0.00071,0.0046,0.00024,0.00006,0.0123,0.00017,0.0019,0.00002,0.00053,0.00091,0.00004,0.00006,0.0039,0.0024,0.00017,0.00034,0.0017,0.0024,0.0002,0.00013,0.00018,0.0014,0.0053,0.0039,0.0016,0.0144,0.0054,0.2791,0.00004,0.00002,0.00004,0.0011
36281683,0.0,0.0,0.0,0.0,0.001,0.023,0.9909,0.00069,0.00023,0.00001,0.00007,0.00002,0.00039,0.00049,0.0,0.8846,0.00068,0.00017,0.00021,0.0031,0.00005,0.2442,0.00005,0.00056,0.0,0.0,0.00009,0.00001,0.0,0.00039,0.0024,0.0,0.00014,0.223,0.00001,0.0,0.0,0.00043,0.0079,0.0018,0.0021,0.7832,0.0033,0.0054,0.1706,0.0,0.0,0.00002,0.00077
36632763,0.0,0.0,0.0,0.00044,0.0014,0.0966,0.7908,0.003,0.0274,0.00005,0.00002,0.00004,0.00007,0.0023,0.00066,0.4876,0.00021,0.00038,0.0107,0.00024,0.00002,0.0415,0.00005,0.00045,0.0,0.0,0.00017,0.00002,0.0,0.0018,0.0048,0.00002,0.0345,0.0889,0.00001,0.0,0.0,0.00004,0.6231,0.007,0.004,0.3617,0.0168,0.0014,0.0062,0.0,0.0,0.00002,0.0031
37336053,0.0,0.0,0.0,0.0203,0.00064,0.0011,0.0501,0.003,0.00023,0.00005,0.00001,0.00078,0.0011,0.003,0.0,0.0023,0.0001,0.00038,0.0025,0.00006,0.00006,0.0352,0.0,0.00026,0.00002,0.0,0.00092,0.00002,0.0,0.001,0.029,0.00002,0.00014,0.0012,0.00001,0.0,0.0,0.0,0.0056,0.0064,0.00012,0.0407,0.0071,0.0506,0.0013,0.0,0.0,0.00004,0.00013
37669383,0.00003,0.00002,0.00007,0.0029,0.0014,0.0048,0.0056,0.0016,0.00023,0.0,0.00001,0.00023,0.00006,0.0023,0.0,0.00024,0.00026,0.00017,0.0041,0.00016,0.00005,0.0018,0.0037,0.00045,0.0,0.00004,0.00009,0.00002,0.00006,0.001,0.00077,0.00003,0.00071,0.0028,0.00001,0.00033,0.00004,0.0,0.0056,0.0026,0.0065,0.0012,0.0074,0.0023,0.0039,0.0,0.0,0.00004,0.00041
34050644,0.00003,0.0,0.00001,0.00072,0.0083,0.0035,0.0147,0.0056,0.00015,0.00001,0.0,0.00008,0.00007,0.0394,0.0,0.00022,0.00015,0.00017,0.0165,0.00089,0.00003,0.0029,0.00005,0.0052,0.0,0.0,0.0079,0.00002,0.0,0.001,0.0496,0.00006,0.00014,0.0192,0.00001,0.00003,0.0,0.00003,0.0014,0.0013,0.00049,0.00084,0.0055,0.3202,0.0077,0.0,0.0,0.00002,0.0011
32885414,0.0,0.0,0.00001,0.1114,0.00064,0.0022,0.103,0.0038,0.00015,0.00001,0.00001,0.0015,0.00006,0.0491,0.0,0.0011,0.00034,0.00019,0.0018,0.00016,0.00002,0.0123,0.0005,0.0015,0.0,0.0,0.00017,0.00003,0.0,0.00017,0.01,0.0012,0.00023,0.00061,0.00001,0.0,0.00002,0.0,0.0019,0.0088,0.00032,0.0179,0.0027,0.0099,0.024,0.0,0.0,0.0,0.00013
33371624,0.0,0.0,0.0,0.00015,0.0033,0.0011,0.9898,0.00013,0.00015,0.0,0.00001,0.00008,0.00006,0.00049,0.0,0.003,0.0,0.00015,0.00056,0.0052,0.00003,0.0648,0.0,0.0003,0.0,0.0,0.00091,0.00002,0.0,0.00033,0.00013,0.00002,0.00014,0.0078,0.00001,0.0,0.00002,0.00003,0.077,0.0647,0.00032,0.7832,0.002,0.0017,0.0062,0.0,0.0001,0.00002,0.00054
