2024-06-19 18:10:44,798 - INFO - Evaluating BiomedBERT
2024-06-19 18:10:47,111 - INFO - Evaluating Scibert
2024-06-19 18:10:48,533 - INFO - Evaluating BioLinkBERT
2024-06-19 18:10:55,579 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9924378  0.00756226]
2024-06-19 18:10:59,733 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98777664 0.01222343]
2024-06-19 18:10:59,733 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98777664 0.01222343]
2024-06-19 18:10:59,734 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04431158 0.9556885 ]
2024-06-19 18:10:59,734 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04431158 0.9556885 ]
2024-06-19 18:10:59,734 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.994962   0.00503804]
2024-06-19 18:10:59,734 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.994962   0.00503804]
2024-06-19 18:10:59,734 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9902692  0.00973077]
2024-06-19 18:10:59,735 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9902692  0.00973077]
2024-06-19 18:11:03,560 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9876874  0.01231259]
2024-06-19 18:11:03,560 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9876874  0.01231259]
2024-06-19 18:11:03,560 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9940427  0.00595734]
2024-06-19 18:11:03,560 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9940427  0.00595734]
2024-06-19 18:11:03,561 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9940158  0.00598421]
2024-06-19 18:11:03,561 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9940158  0.00598421]
2024-06-19 18:11:03,561 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.989331   0.01066903]
2024-06-19 18:11:03,561 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.989331   0.01066903]
2024-06-19 18:11:03,562 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.05320914 0.9467909 ]
2024-06-19 18:11:03,562 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.05320914 0.9467909 ]
2024-06-19 18:11:03,562 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9952886  0.00471138]
2024-06-19 18:11:03,562 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9952886  0.00471138]
2024-06-19 18:11:03,562 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9897518  0.01024822]
2024-06-19 18:11:03,563 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9897518  0.01024822]
2024-06-19 18:11:03,563 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04612493 0.95387506]
2024-06-19 18:11:03,563 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04612493 0.95387506]
2024-06-19 18:11:07,733 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98992926 0.01007072]
2024-06-19 18:11:07,734 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98992926 0.01007072]
2024-06-19 18:11:07,734 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98679847 0.01320157]
2024-06-19 18:11:07,734 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98679847 0.01320157]
2024-06-19 18:11:07,735 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99573046 0.00426956]
2024-06-19 18:11:07,735 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99573046 0.00426956]
2024-06-19 18:11:07,735 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.1106967 0.8893033]
2024-06-19 18:11:07,735 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.1106967 0.8893033]
2024-06-19 18:11:07,735 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04657676 0.95342326]
2024-06-19 18:11:07,736 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04657676 0.95342326]
2024-06-19 18:11:07,736 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99243224 0.00756777]
2024-06-19 18:11:07,736 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99243224 0.00756777]
2024-06-19 18:11:07,736 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99526995 0.00472998]
2024-06-19 18:11:07,737 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99526995 0.00472998]
2024-06-19 18:11:07,737 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99063617 0.00936384]
2024-06-19 18:11:07,737 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99063617 0.00936384]
2024-06-19 18:11:12,057 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99153966 0.00846028]
2024-06-19 18:11:12,058 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99153966 0.00846028]
2024-06-19 18:11:12,058 - INFO - model: BiomedBERT, true_label: 0, prediction: 1, probs: [0.29880506 0.70119494]
2024-06-19 18:11:12,058 - INFO - model: BiomedBERT, true_label: 0, prediction: 1, probs: [0.29880506 0.70119494]
2024-06-19 18:11:12,058 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99296784 0.0070322 ]
2024-06-19 18:11:12,059 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99296784 0.0070322 ]
2024-06-19 18:11:12,059 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98860264 0.01139734]
2024-06-19 18:11:12,059 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98860264 0.01139734]
2024-06-19 18:11:12,059 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.996842   0.00315793]
2024-06-19 18:11:12,059 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.996842   0.00315793]
2024-06-19 18:11:12,060 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9920402 0.0079597]
2024-06-19 18:11:12,060 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9920402 0.0079597]
2024-06-19 18:11:12,060 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9959514  0.00404857]
2024-06-19 18:11:12,060 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9959514  0.00404857]
2024-06-19 18:11:12,060 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9959065  0.00409347]
2024-06-19 18:11:12,061 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9959065  0.00409347]
2024-06-19 18:11:16,046 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99110436 0.00889571]
2024-06-19 18:11:16,046 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99110436 0.00889571]
2024-06-19 18:11:16,047 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99014413 0.00985588]
2024-06-19 18:11:16,047 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99014413 0.00985588]
2024-06-19 18:11:16,047 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98845726 0.01154273]
2024-06-19 18:11:16,047 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98845726 0.01154273]
2024-06-19 18:11:16,048 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9917128  0.00828718]
2024-06-19 18:11:16,048 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9917128  0.00828718]
2024-06-19 18:11:16,048 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9951161  0.00488391]
2024-06-19 18:11:16,048 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9951161  0.00488391]
2024-06-19 18:11:16,048 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9895209  0.01047909]
2024-06-19 18:11:16,049 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9895209  0.01047909]
2024-06-19 18:11:16,049 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.06122085 0.9387792 ]
2024-06-19 18:11:16,049 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.06122085 0.9387792 ]
2024-06-19 18:11:16,049 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99207425 0.00792572]
2024-06-19 18:11:16,049 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99207425 0.00792572]
2024-06-19 18:11:19,970 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.993952   0.00604798]
2024-06-19 18:11:19,970 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.993952   0.00604798]
2024-06-19 18:11:19,970 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99628794 0.00371211]
2024-06-19 18:11:19,971 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99628794 0.00371211]
2024-06-19 18:11:19,971 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04168887 0.95831114]
2024-06-19 18:11:19,971 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04168887 0.95831114]
2024-06-19 18:11:19,971 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9944194  0.00558057]
2024-06-19 18:11:19,972 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9944194  0.00558057]
2024-06-19 18:11:19,972 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.95969296 0.04030703]
2024-06-19 18:11:19,972 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.95969296 0.04030703]
2024-06-19 18:11:19,972 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9852535  0.01474646]
2024-06-19 18:11:19,972 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9852535  0.01474646]
2024-06-19 18:11:19,973 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9873732  0.01262679]
2024-06-19 18:11:19,973 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9873732  0.01262679]
2024-06-19 18:11:19,973 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.993832   0.00616795]
2024-06-19 18:11:19,973 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.993832   0.00616795]
2024-06-19 18:11:23,932 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.05085617 0.9491438 ]
2024-06-19 18:11:23,935 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.05085617 0.9491438 ]
2024-06-19 18:11:23,941 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9950794  0.00492057]
2024-06-19 18:11:23,946 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9950794  0.00492057]
2024-06-19 18:11:23,951 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.987766   0.01223395]
2024-06-19 18:11:23,956 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.987766   0.01223395]
2024-06-19 18:11:23,961 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98794484 0.01205517]
2024-06-19 18:11:23,966 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98794484 0.01205517]
2024-06-19 18:11:23,971 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04667567 0.9533244 ]
2024-06-19 18:11:23,976 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04667567 0.9533244 ]
2024-06-19 18:11:23,981 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9749476  0.02505237]
2024-06-19 18:11:23,986 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9749476  0.02505237]
2024-06-19 18:11:23,992 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9907794  0.00922066]
2024-06-19 18:11:23,997 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9907794  0.00922066]
2024-06-19 18:11:24,002 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9929547  0.00704531]
2024-06-19 18:11:24,007 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9929547  0.00704531]
2024-06-19 18:11:27,900 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9863316  0.01366845]
2024-06-19 18:11:27,908 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9863316  0.01366845]
2024-06-19 18:11:27,914 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9937828  0.00621724]
2024-06-19 18:11:27,921 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9937828  0.00621724]
2024-06-19 18:11:27,929 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9918611  0.00813885]
2024-06-19 18:11:27,935 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9918611  0.00813885]
2024-06-19 18:11:27,941 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98918635 0.0108136 ]
2024-06-19 18:11:27,947 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98918635 0.0108136 ]
2024-06-19 18:11:27,953 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9880244  0.01197558]
2024-06-19 18:11:27,959 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9880244  0.01197558]
2024-06-19 18:11:27,966 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.05452679 0.9454732 ]
2024-06-19 18:11:27,972 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.05452679 0.9454732 ]
2024-06-19 18:11:27,979 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9924908  0.00750917]
2024-06-19 18:11:27,985 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9924908  0.00750917]
2024-06-19 18:11:27,991 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99127835 0.00872157]
2024-06-19 18:11:27,997 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99127835 0.00872157]
2024-06-19 18:11:31,916 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9091908 0.0908092]
2024-06-19 18:11:31,925 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9091908 0.0908092]
2024-06-19 18:11:31,931 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9943058  0.00569421]
2024-06-19 18:11:31,938 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9943058  0.00569421]
2024-06-19 18:11:31,944 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9915577  0.00844231]
2024-06-19 18:11:31,950 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9915577  0.00844231]
2024-06-19 18:11:31,956 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.06437895 0.935621  ]
2024-06-19 18:11:31,963 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.06437895 0.935621  ]
2024-06-19 18:11:31,969 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99422824 0.00577176]
2024-06-19 18:11:31,975 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99422824 0.00577176]
2024-06-19 18:11:31,982 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9901945  0.00980552]
2024-06-19 18:11:31,987 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9901945  0.00980552]
2024-06-19 18:11:31,993 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.11878726 0.8812128 ]
2024-06-19 18:11:31,999 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.11878726 0.8812128 ]
2024-06-19 18:11:32,005 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04957609 0.95042396]
2024-06-19 18:11:32,013 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04957609 0.95042396]
2024-06-19 18:11:36,028 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99464595 0.00535413]
2024-06-19 18:11:36,036 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99464595 0.00535413]
2024-06-19 18:11:36,042 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9939224  0.00607757]
2024-06-19 18:11:36,048 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9939224  0.00607757]
2024-06-19 18:11:36,054 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9965012  0.00349884]
2024-06-19 18:11:36,060 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9965012  0.00349884]
2024-06-19 18:11:36,066 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.96633834 0.03366173]
2024-06-19 18:11:36,072 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.96633834 0.03366173]
2024-06-19 18:11:36,078 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9940574 0.0059426]
2024-06-19 18:11:36,084 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9940574 0.0059426]
2024-06-19 18:11:36,090 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99210054 0.00789948]
2024-06-19 18:11:36,097 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99210054 0.00789948]
2024-06-19 18:11:36,102 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9834508  0.01654918]
2024-06-19 18:11:36,109 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9834508  0.01654918]
2024-06-19 18:11:36,114 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9827824  0.01721764]
2024-06-19 18:11:36,120 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9827824  0.01721764]
2024-06-19 18:11:39,808 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99382424 0.00617577]
2024-06-19 18:11:39,815 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99382424 0.00617577]
2024-06-19 18:11:39,822 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04791497 0.952085  ]
2024-06-19 18:11:39,829 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04791497 0.952085  ]
2024-06-19 18:11:39,835 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.11566575 0.88433427]
2024-06-19 18:11:39,841 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.11566575 0.88433427]
2024-06-19 18:11:39,847 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.62322736 0.3767726 ]
2024-06-19 18:11:39,854 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.62322736 0.3767726 ]
2024-06-19 18:11:39,860 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98587275 0.01412723]
2024-06-19 18:11:39,866 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98587275 0.01412723]
2024-06-19 18:11:39,872 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9932267 0.0067733]
2024-06-19 18:11:39,880 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9932267 0.0067733]
2024-06-19 18:11:39,887 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04867229 0.95132774]
2024-06-19 18:11:39,893 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.04867229 0.95132774]
2024-06-19 18:11:39,899 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9919775  0.00802256]
2024-06-19 18:11:39,905 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9919775  0.00802256]
2024-06-19 18:11:43,967 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98970884 0.01029113]
2024-06-19 18:11:43,976 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98970884 0.01029113]
2024-06-19 18:11:43,982 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9948501 0.0051499]
2024-06-19 18:11:43,988 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9948501 0.0051499]
2024-06-19 18:11:43,994 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98819053 0.01180951]
2024-06-19 18:11:44,000 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98819053 0.01180951]
2024-06-19 18:11:44,006 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99545246 0.00454751]
2024-06-19 18:11:44,013 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99545246 0.00454751]
2024-06-19 18:11:44,019 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9897815  0.01021846]
2024-06-19 18:11:44,025 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9897815  0.01021846]
2024-06-19 18:11:44,032 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9938751  0.00612488]
2024-06-19 18:11:44,038 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9938751  0.00612488]
2024-06-19 18:11:44,044 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.990437 0.009563]
2024-06-19 18:11:44,050 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.990437 0.009563]
2024-06-19 18:11:44,057 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9915936  0.00840638]
2024-06-19 18:11:44,063 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9915936  0.00840638]
2024-06-19 18:11:47,862 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.05978667 0.9402134 ]
2024-06-19 18:11:47,870 - INFO - model: BiomedBERT, true_label: 1, prediction: 1, probs: [0.05978667 0.9402134 ]
2024-06-19 18:11:47,876 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9924666  0.00753331]
2024-06-19 18:11:47,884 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9924666  0.00753331]
2024-06-19 18:11:47,890 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9943439  0.00565616]
2024-06-19 18:11:47,897 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9943439  0.00565616]
2024-06-19 18:11:47,904 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98589975 0.01410028]
2024-06-19 18:11:47,910 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98589975 0.01410028]
2024-06-19 18:11:47,916 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9884802  0.01151976]
2024-06-19 18:11:47,922 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9884802  0.01151976]
2024-06-19 18:11:47,929 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99494874 0.00505129]
2024-06-19 18:11:47,935 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.99494874 0.00505129]
2024-06-19 18:11:47,941 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9902782 0.0097218]
2024-06-19 18:11:47,947 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.9902782 0.0097218]
2024-06-19 18:11:47,953 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98232365 0.01767638]
2024-06-19 18:11:47,960 - INFO - model: BiomedBERT, true_label: 0, prediction: 0, probs: [0.98232365 0.01767638]
