idx,pmid,journal_name,title,abstract,keywords,accepted_label,multi_label,binary_label,animal_label
1050,32374299,Food & function,"Effects of compound K, a metabolite of ginsenosides, on memory and cognitive dysfunction in db/db mice involve the inhibition of ER stress and the NLRP3 inflammasome pathway","Accumulating clinical and epidemiological evidence indicates a close relationship between diabetes mellitus and dementia. The ginsenoside compound K (CK) has been reported to ameliorate diabetes mellitus and confer protection to the central nervous system. In this study, we investigated whether CK could improve memory impairment and cognitive dysfunction in diabetic db/db mice. Firstly, we found that CK treatments significantly improved behavioral impairment and cognitive dysfunction based on Morris water maze, Y-maze, and fear conditioning tests. Besides, CK decreased the fasting glucose level, increased lipid metabolism, and ameliorated glucose tolerance, insulin sensitivity, and dyslipidemia in diabetic db/db mice. In addition, CK treatments alleviated oxidative stress and inhibited the inflammatory response in hippocampal tissue. Further investigations showed that CK treatments inhibited the NLRP3 inflammasome pathway, as evidenced by the declined expression of TXNIP, NLRP3 inflammasomes, ASC, cleaved caspase-1, and mature IL-1β in hippocampal tissues. Moreover, CK treatments alleviated ER stress via down-regulating the level of BiP, CHOP, p-PERK, p-IRE1α and ATF6 in the hippocampus of db/db mice. These results suggest that CK improves memory and cognitive dysfunction, possibly by ameliorating glucose tolerance, insulin sensitivity, and dyslipidemia, suppressing oxidative stress and inflammatory response and modulating the NLRP3 inflammasome pathway and ER stress.",,Animal-drug-intervention,6,1,1
1051,36789825,Pakistan journal of pharmaceutical sciences,Inhibition of drug induced Parkinsonism by chronic supplementation of quercetin in haloperidol-treated wistars.,"Haloperidol is a neuroleptic medication that is used to treat a wide range of neuropsychiatric conditions. It has been shown to produce medicinal effects against hyperactivity, agitation and mania, as well as schizophrenia. Long-term usage of haloperidol raises the risk of acquiring a neurological condition like Parkinson's disease. Haloperidol causes drug-induced Parkinsonism (DIP) by blocking central dopamine receptors and causing extrapyramidal symptoms during long-term treatment. Quercetin has been shown to reduce the loss of striatal neurons, which may enhance motor capabilities and protect against agents that cause the production of reactive oxygen species (ROS). As a result, present study intended to evaluate the efficacy of quercetin on haloperidol-related motor abnormalities. To develop behavioral impairments, rats (n=24) randomly divided to control and haloperidol group for four weeks. The animals were split into four groups after four weeks: Control, quercetin, haloperidol and haloperidol + quercetin. Animals were administered haloperidol i.p injections of 5mg/kg and quercetin (100mg/kg) orally for 21 days. The treatment of haloperidol-treated rats with quercetin was successful in reversing the haloperidol alterations. It decreased animal food intake and alleviated anxiogenic behavior. The chronic treatment of quercetin further reduced the movement abnormalities in animal model of drug induced pseudo-Parkinson.",,Animal-drug-intervention,6,1,1
1052,25547329,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,Triptolide (TPL) improves locomotor function recovery in rats and reduces inflammation after spinal cord injury.,"In this study, we studied the effect of triptolide (TPL) on locomotor function in rats with spinal cord injury. A total of 40 rats were studied after dividing them in two major groups, one was experimental group denoted as TPL group while other was control group denoted as PBS group. Each group was subdivided in four subgroups having five rats each (n = 5). TPL was given intraperitonially at the rate of 5 mg/kg/day in TPL group while PBS was given at the same time interval in the same manner in control group for comparison. A reduction in the cavity area of tissue sections was observed by bright field microscopy from 0.22 ± 0.05 to 0.12 ± 0.05 mm(2) in experimental group after 28 days of treatment while BBB score also improved from 1 to 5 after 14 days of treatment. SPSS software, one way ANOVA, was used for recording statistical analysis and values were expressed as mean ± SEM where P value of <0.01 was considered significant. The expression of I-kBα and NF-kB p65 was also studied using western blotting and after recording optical density (OD) values of western blots. It was observed that treatment with TPL significantly reduced the expression of these factors after 28 days of treatment compared with controls.",,Animal-drug-intervention,6,1,1
1053,29676814,Fundamental & clinical pharmacology,"Potential of carnosine, a histamine precursor in rat model of bilateral common carotid artery occlusion-induced vascular dementia.","The present study investigates the potential of Carnosine, a histamine precursor in rat model of bilateral common carotid artery occlusion (BCCAo)-induced vascular dementia (VaD). Wistar rats were subjected to BCCAo procedure under anaesthesia to induce VaD. The rats were subjected to Morris water maze (MWM) test (6th day onwards post-surgery). MWM test was employed to assess learning and memory of the animals whereby escape latency time, time spent in target quadrant and Path length (distance travelled) taken as important parameters. Serum nitrite level; Brain thiobarbituric acid reactive substances (TBARS) and reduced glutathione (GSH) levels; Brain acetylcholinesterase (AChE) activity; brain Myeloperoxidase activity (MPO) and neutrophil count were estimated as per standard procedures. BCCAo in rats produced a significant vascular endothelial dysfunction, as reflected by decrease in serum nitrite levels. Further, these animals showed poor performance on MWM, depicting impairment of learning and memory. There was a significant rise in brain oxidative stress level as indicated by increase in TBARS and decrease in GSH levels. An increase in brain AChE activity was also observed. Moreover, these rats also exhibited an increase in MPO activity and neutrophil infiltration in brain (as marker of inflammation). Treatment of Carnosine (200 and 400 mg/kg, i.p.)/Donepezil (0.3 mg/kg, i.p.) ameliorated BCCAo-induced memory deficits; endothelial dysfunction; biochemical and histopathological changes. It is concluded that Carnosine has shown efficacy in rat model of BCCAo-induced VaD and can be considered as an important therapeutic agent for the treatment of VaD.",bilateral common carotid artery occlusion| carnosine| cognitive impairment| histamine| oxidative stress| vascular dementia,Animal-drug-intervention,6,1,1
1054,26827641,Neurobiology of aging,Dl-3-n-butylphthalide-induced upregulation of antioxidant defense is involved in the enhancement of cross talk between CREB and Nrf2 in an Alzheimer's disease mouse model,"Synapse impairment in the Alzheimer's disease (AD) brain is an early event leading to cognitive dysfunction. Most oxidative stress localizes to the synapse, and synapse loss is the basis of cognitive decline in AD. Dl-3-n-butylphthalide (Dl-NBP), a small molecule compound has been shown to ameliorate oxidative stress. We evaluated the effects of a 5-month oral delivery with Dl-NBP on oxidative stress and cognitive function in APP/PS1 transgenic mice. Dl-NBP treatment reduced oxidative stress in the APP/PS1 mouse brain and alleviated learning and memory deficits. Dl-NBP supplementation meliorated synaptic plasticity, diminished soluble amyloid beta and amyloid beta oligomer in the APP/PS1 mouse brain. Dl-NBP administration caused an increase of cyclic adenosine monophosphate-response element binding protein (CREB)-binding protein (CBP)-associated Ser133-phosphorylated CREB (p-CREB) protein. Chromatin immunoprecipitation analysis revealed that Dl-NBP increased the recruitment of CBP to the promoters of best-characterized genes downstream of nuclear factor erythroid 2-related factor 2, nicotinamide adenine dinucleotide phosphate (NADPH) quinone oxidoreductase 1, and γ-glutamylcysteine synthetase modifier subunit. We demonstrate that the Dl-NBP-triggered upregulation of antioxidant defenses is involved in the enhancement of cross talk between CREB and nuclear factor erythroid 2-related factor 2 via CBP. Our results suggest that Dl-NBP may be a useful agent for the treatment of AD.",Alzheimer's disease| CREB| Cognitive dysfunction| Dl-NBP| Nrf2| Oxidative stress,Animal-drug-intervention,6,1,1
1055,3119161,Brain research bulletin,Bidirectional effects of beta-carbolines in reflex epilepsy.,"Derivatives of ethyl-beta-carboline-3-carboxylate, ZK 91296, ZK 93423 and ZK 95962 have potent anticonvulsant activity against sound-induced seizures in audiogenic DBA/2 mice and against photically-induced seizures in the baboon, Papio papio. The convulsant beta-carbolines, DMCM and beta-CCM, have proconvulsant and convulsant activity in the same animal models. DMCM and beta-CCM are similar in potency as convulsants in DBA/2 mice (ED50 value for DMCM: 1.3 mg/kg; ED50 value for beta-CCM; 0.8 mg/kg), but differ with respect to their profiles for protection by anticonvulsant drugs. The anticonvulsant potencies of diazepam and clobazam are similar against both types of beta-carboline-induced seizures, whereas quazepam protects better against beta-CCM seizures (4 fold elevation in ED50 value at 1 mg/kg quazepam IP) than against DMCM seizures (1.7 fold elevation in ED50 value), supporting a preferential action of beta-CCM on BZ1 receptors. Valproate (400 mg/kg) and gamma-vinyl-GABA (1.5 g/kg) protect better against beta-CCM seizures (9.5 and 5.9 fold elevations in ED50 values respectively) than against DMCM seizures (1.8 and 2.7 fold elevations in ED50 values respectively). The excitatory amino acid antagonist, 2-amino-7-phosphonoheptanoic acid, has significant anticonvulsant activity against DMCM seizures. The elevated regional GABA levels in brains of DBA/2 mice observed during beta-CCM seizures are eliminated by the pretreatment with Ro 15-1788, which also blocks the seizure activity.",,Animal-drug-intervention,6,1,1
1056,9130303,"Pharmacology, biochemistry, and behavior",Correlation between hippocampal neuronal damage and spatial learning deficit due to global ischemia.,"Global cerebral ischemia leads to selective neuronal damage in the CA1 sector of the hippocampus and in the striatum. This ischemia leads to a deficit in spatial learning and memory in the water maze. The results of earlier studies that have examined the relationship between neuronal damage and the deficit in the water maze were not clear-cut. It has been observed that neuroprotection reduces both the deficit in the water maze and the neuronal damage. The present study therefore approached the relationship between the neuronal damage and the deficit in the water maze by pharmacological means. Global cerebral ischemia was induced in male Wistar rats by four-vessel occlusion for 20 min. Ischemic rats were then treated with the noncompetitive non-NMDA receptor antagonist GYKI 52466 (30 mg/kg), the radical scavenger LY 231617 (20 mg/kg), the inhibitor of protein kinase C staurosporine (0.1 mg/kg), or solvent. Treatment with GYKI 52466 or LY 231617 reduced the deficit in spatial learning by limiting the increase in swim distance due to ischemia. In addition, LY 231617 reduced the deficit in spatial memory as demonstrated by minimizing the ischemia-induced reduction in time spent in the quadrant of the former platform position during the probe trial. Staurosporine had no influence on the ischemia-induced behavioural changes. Histological examination revealed neuronal damage in the hippocampus and in the striatum in all of the ischemic rats. However, treatment with GYKI 52466 or LY 231617 reduced the hippocampal damage. Correlation analysis demonstrated a correlation between hippocampal damage and total swim distance (r = 0.88, P < 0.001). No correlation was found between hippocampal damage and quadrant time of the probe trial (r = -0.24, p > 0.1). No correlation was observed between striatal damage and either total swim distance of the escape trials (r = 0.28. p > 0.1) or quadrant time of the probe trial (r = -0.08, p > 0.6). It is concluded that a correlation exists between hippocampal damage and the deficit in spatial learning following global cerebral ischemia.",,Animal-drug-intervention,6,1,1
1057,25971300,Journal of the National Cancer Institute,FGL2 as a Multimodality Regulator of Tumor-Mediated Immune Suppression and Therapeutic Target in Gliomas.,"Fibrinogen-like protein 2 (FGL2) may promote glioblastoma multiforme (GBM) cancer development by inducing multiple immune-suppression mechanisms.	The biological significance of FGL2 expression was assessed using the The Cancer Genome Atlast (TCGA) glioma database and tumor lysates analysis. The therapeutic effects of an anti-Fgl2 antibody and the role of immune suppression regulation by Fgl2 were determined in immune-competent, NOD-scid IL2Rgammanull (NSG), and FcɣRIIB-/- mice (n = 3-18 per group). Data were analyzed with two-way analysis of variance, log-rank survival analysis, and Pearson correlation. All statistical tests were two-sided.	In low-grade gliomas, 72.5% of patients maintained two copies of the FGL2 gene, whereas 83.8% of GBM patients had gene amplification or copy gain. Patients with high levels of FGL2 mRNA in glioma tissues had a lower overall survival (P = .009). Protein levels of FGL2 in GBM lysates were higher relative to low-grade glioma lysates (11.48±5.75ng/mg vs 3.96±1.01ng/mg, P = .003). In GL261 mice treated with an anti-FGL2 antibody, median survival was 27 days compared with only 17 days for mice treated with an isotype control antibody (P = .01). The anti-FGL2 antibody treatment reduced CD39(+) Tregs, M2 macrophages, programmed cell death protein 1 (PD-1), and myeloid-derived suppressor cells (MDSCs). FGL2-induced increases in M2, CD39, and PD-1 were ablated in FcɣRIIB-/- mice.	FGL2 augments glioma immunosuppression by increasing the expression levels of PD-1 and CD39, expanding the frequency of tumor-supportive M2 macrophages via the FcγRIIB pathway, and enhancing the number of MDSCs and CD39(+) regulatory T cells. Collectively, these results show that FGL2 functions as a key immune-suppressive modulator and has potential as an immunotherapeutic target for treating GBM.",,Animal-drug-intervention,6,1,1
1058,32317025,Alzheimer's research & therapy,"A selective p38α/β MAPK inhibitor alleviates neuropathology and cognitive impairment, and modulates microglia function in 5XFAD mouse","BACKGROUND: Chronic neuroinflammation, aggressive amyloid beta (Aβ) deposition, neuronal cell loss, and cognitive impairment are pathological presentations of Alzheimer's disease (AD). Therefore, resolution of neuroinflammation and inhibition of Aβ-driven pathology have been suggested to be important strategies for AD therapy. Previous efforts to prevent AD progression have identified p38 mitogen-activated protein kinases (MAPKs) as a promising target for AD therapy. Recent studies showed pharmacological inhibition of p38α MAPK improved memory impairment in AD mouse models. METHODS: In this study, we used an AD mouse model, 5XFAD, to explore the therapeutic potential of NJK14047 which is a novel, selective p38α/β MAPK inhibitor. The mice were injected with 2.5 mg/kg NJK14047 or vehicle every other day for 3 months. Morris water maze task and histological imaging analysis were performed. Protein and mRNA expression levels were measured using immunoblotting and qRT-PCR, respectively. In vitro studies were conducted to measure the cytotoxicity of microglia- and astrocyte-conditioned medium on primary neurons using the MTT assay and TUNEL assay. RESULTS: NJK14047 treatment downregulated phospho-p38 MAPK levels, decreased the amount of Aβ deposits, and reduced spatial learning memory loss in 9-month-old 5XFAD mice. While the pro-inflammatory conditions were decreased, the expression of alternatively activated microglial markers and microglial phagocytic receptors was increased. Furthermore, NJK14047 treatment reduced the number of degenerating neurons labeled with Fluoro-Jade B in the brains of 5XFAD mice. The neuroprotective effect of NJK14047 was further confirmed by in vitro studies. CONCLUSION: Taken together, a selective p38α/β MAPK inhibitor NJK14047 successfully showed therapeutic effects for AD in 5XFAD mice. Based on our data, p38 MAPK inhibition is a potential strategy for AD therapy, suggesting NJK14047 as one of the promising candidates for AD therapeutics targeting p38 MAPKs.",Alzheimer’s disease| Amyloid-β| Kinase inhibitor| Microglia| P38 mitogen-activated protein kinase,Animal-drug-intervention,6,1,1
1059,18501411,"Pharmacology, biochemistry, and behavior",Neuropeptide Y in the central nucleus of the amygdala suppresses dependence-induced increases in alcohol drinking.,"The anxiolytic effects of neuropeptide Y (NPY) are mediated in part by the central nucleus of the amygdala (CeA), a brain region involved in the regulation of alcohol-drinking behaviors. Centrally administered NPY suppresses alcohol drinking in subpopulations of rats vulnerable to the development of high alcohol-drinking behavior. The purpose of the current study was to determine the role of NPY in the CeA on elevated alcohol drinking produced by alcohol dependence. Adult male Wistar rats were trained to respond for 10% w/v alcohol in an operant situation with the use of a supersaccharin fading procedure. Following stabilization of responding, rats were divided into two groups matched for intake and given daily access to either alcohol-containing (9.2% v/v) liquid diet or an isocaloric control diet. Following extended access to the diet and reliable separation of operant responding between dependent and non-dependent rats during 6-h withdrawal tests, all rats were implanted bilaterally with cannulae aimed at the CeA. Rats were then infused with 4 NPY doses (0.0, 0.25, 0.5, 1.0 microg/0.5 microl aCSF) in a within-subjects Latin-square design during acute withdrawal and tested for operant alcohol responding 30 min later. Alcohol-dependent rats exhibited higher operant alcohol responding than non-dependent rats when infused with vehicle, but responding was similar in the two groups following infusion of all doses of NPY. These results indicate that NPY abolishes dependence-induced elevations in alcohol drinking and implicate the recruitment of limbic NPY systems in the motivational drive to consume alcohol following the transition to dependence.",,Animal-drug-intervention,6,1,1
